Date,Consumption_kWh,Temperature_C,Day_of_Week,Hour_of_Day
2023-01-01 00:00:00,143.63502971184062,13.31992993118702,6,0
2023-01-01 01:00:00,287.67857660247904,13.366494477342929,6,1
2023-01-01 02:00:00,232.99848545285127,15.37739781580222,6,2
2023-01-01 03:00:00,199.66462104925915,15.419028593239942,6,3
2023-01-01 04:00:00,89.00466011060914,14.703801792956748,6,4
2023-01-01 05:00:00,88.99863008405066,14.763332030136612,6,5
2023-01-01 06:00:00,64.52090304204987,13.25887900351825,6,6
2023-01-01 07:00:00,266.54403644373383,15.116526102662803,6,7
2023-01-01 08:00:00,200.2787529358022,15.076489325543674,6,8
2023-01-01 09:00:00,227.01814444901137,13.662920031412916,6,9
2023-01-01 10:00:00,55.14612357395061,13.487271601318916,6,10
2023-01-01 11:00:00,292.4774630404986,13.573395281771298,6,11
2023-01-01 12:00:00,258.11066020010543,13.490409526925436,6,12
2023-01-01 13:00:00,103.08477766956904,15.532320500064351,6,13
2023-01-01 14:00:00,95.45624180177515,13.88660945613666,6,14
2023-01-01 15:00:00,95.85112746335845,14.11359053181423,6,15
2023-01-01 16:00:00,126.06056073988444,13.809349520422213,6,16
2023-01-01 17:00:00,181.18910790805947,16.95359312285624,6,17
2023-01-01 18:00:00,157.98625466052894,16.54791265569008,6,18
2023-01-01 19:00:00,122.80728504951048,14.058612983565126,6,19
2023-01-01 20:00:00,202.96322368059487,14.454089570260756,6,20
2023-01-01 21:00:00,84.87346516301045,13.990586449823496,6,21
2023-01-01 22:00:00,123.03616213380454,15.125709526377275,6,22
2023-01-01 23:00:00,141.59046082342292,13.243838344541908,6,23
2023-01-02 00:00:00,164.01749605425897,15.85805869080469,0,0
2023-01-02 01:00:00,246.2939903482534,15.272409605803695,0,1
2023-01-02 02:00:00,99.91844553958992,16.78152297807752,0,2
2023-01-02 03:00:00,178.5586096034029,13.851728163832494,0,3
2023-01-02 04:00:00,198.1036422155106,16.417784471996303,0,4
2023-01-02 05:00:00,61.61260317999943,16.37638150272028,0,5
2023-01-02 06:00:00,201.8862129753596,13.724452050972873,0,6
2023-01-02 07:00:00,92.63103092182288,14.817153928365617,0,7
2023-01-02 08:00:00,66.26289824631988,13.910717218764495,0,8
2023-01-02 09:00:00,287.2213843133333,14.256178159409215,0,9
2023-01-02 10:00:00,291.40800826863983,14.297470237570847,0,10
2023-01-02 11:00:00,252.09933702911528,15.476620368580324,0,11
2023-01-02 12:00:00,126.15344229334268,14.904507643588488,0,12
2023-01-02 13:00:00,74.41802850159597,17.056984122764064,0,13
2023-01-02 14:00:00,221.05825662803923,13.778722327123944,0,14
2023-01-02 15:00:00,160.03812343490034,17.175199010020805,0,15
2023-01-02 16:00:00,80.5095587111947,14.210173597730346,0,16
2023-01-02 17:00:00,173.79422752781755,16.386303199905456,0,17
2023-01-02 18:00:00,58.5971302788046,14.65787542410791,0,18
2023-01-02 19:00:00,277.3301005196955,13.881509409940714,0,19
2023-01-02 20:00:00,114.69499540000423,16.747928518210017,0,20
2023-01-02 21:00:00,215.6305710884955,14.559003159505869,0,21
2023-01-02 22:00:00,127.92776902235273,15.96616879746638,0,22
2023-01-02 23:00:00,180.0170052944527,15.603709367851316,0,23
2023-01-03 00:00:00,186.67756983581992,15.23214713724376,1,0
2023-01-03 01:00:00,96.21361388138176,15.335586883962472,1,1
2023-01-03 02:00:00,292.3961569411397,16.288447561221155,1,2
2023-01-03 03:00:00,243.78320584027864,13.717774286908222,1,3
2023-01-03 04:00:00,284.87473539104724,16.046591814170526,1,4
2023-01-03 05:00:00,273.70683760691225,16.96430391450298,1,5
2023-01-03 06:00:00,199.47499470277128,13.619394442486627,1,6
2023-01-03 07:00:00,280.4685587557792,13.958040956052608,1,7
2023-01-03 08:00:00,72.12312551297987,16.269141086132734,1,8
2023-01-03 09:00:00,98.9957156047863,15.158925464289382,1,9
2023-01-03 10:00:00,61.30682222763451,15.031178674615445,1,10
2023-01-03 11:00:00,131.33258269081608,13.972035833934845,1,11
2023-01-03 12:00:00,147.1693224223705,15.458434343657759,1,12
2023-01-03 13:00:00,117.83725794347397,13.944720087516496,1,13
2023-01-03 14:00:00,257.18437728798233,15.352205103117495,1,14
2023-01-03 15:00:00,139.18833167339733,16.507368678350684,1,15
2023-01-03 16:00:00,120.23362742184518,14.493148884450344,1,16
2023-01-03 17:00:00,185.67402078956212,15.390419858071791,1,17
2023-01-03 18:00:00,85.23105624369066,17.442522553729752,1,18
2023-01-03 19:00:00,250.54924518850993,16.22824361497132,1,19
2023-01-03 20:00:00,68.6376609199427,16.854252003096985,1,20
2023-01-03 21:00:00,296.72173415012935,15.155398087632808,1,21
2023-01-03 22:00:00,243.06119232416435,16.57463384088718,1,22
